split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
iid,kmer_metadata_logreg,True,0.4,480.0,0.07083333333333333,0.06456591692824352,0.005453985551020126,0.6618306515431284,0.1271312293286442
iid,kmer_metadata_logreg,True,0.2,240.0,0.041666666666666664,0.03965241377995204,0.01108222449454363,0.6504347826086957,0.08113937000493981
assay_heldout_cutrun,gc_artifact_logreg,False,1.0,1381.0,0.18971759594496743,0.6035436326435437,0.7206933438848526,0.010166178908376487,0.10474058383785068
assay_heldout_cutrun,gc_artifact_logreg,False,0.8,1105.0,0.21176470588235294,0.6789350639407296,0.7929277948026598,0.005271963653134709,0.11839952971882937
assay_heldout_cutrun,gc_artifact_logreg,False,0.6,829.0,0.24728588661037396,0.7533808634997011,0.8557358728655913,0.003357567229518444,0.1410387009877035
assay_heldout_cutrun,gc_artifact_logreg,False,0.4,552.0,0.2916666666666667,0.8226459804157177,0.9041385696654052,0.0016441359152356656,0.17127275793037533
assay_heldout_cutrun,gc_artifact_logreg,False,0.2,276.0,0.35144927536231885,0.8815227252102289,0.9365978938654628,0.00040315613661234015,0.215165614130843
assay_heldout_cutrun,gc_artifact_logreg,True,1.0,1381.0,0.18971759594496743,0.4091581281154124,0.5524569385454112,0.010166178908376487,0.10474058383785068
assay_heldout_cutrun,gc_artifact_logreg,True,0.8,1105.0,0.23710407239819004,0.4479770477417912,0.5653237282390455,0.013494607590122516,0.1333677871538738
assay_heldout_cutrun,gc_artifact_logreg,True,0.6,829.0,0.316043425814234,0.5072355986268703,0.5874532215351871,0.020063411284785344,0.18374267863537092
assay_heldout_cutrun,gc_artifact_logreg,True,0.4,552.0,0.4746376811594203,0.6160473725124229,0.6394722678434801,0.039227428270597525,0.2977569724663619
assay_heldout_cutrun,gc_artifact_logreg,True,0.2,276.0,0.8297101449275363,0.843220890403894,0.8601761999662846,0.083573353154325,0.6687164006957674
assay_heldout_cutrun,kmer_logreg,False,1.0,1381.0,0.18971759594496743,0.4740404656315922,0.489958944810427,0.26912319478269175,0.12451939819596367
assay_heldout_cutrun,kmer_logreg,False,0.8,1105.0,0.2081447963800905,0.5157521085358099,0.5168927322843517,0.26200745341614906,0.13613700899733572
assay_heldout_cutrun,kmer_logreg,False,0.6,829.0,0.23039806996381182,0.5341974878000733,0.5337066714428074,0.250258497595562,0.15005925243432372
assay_heldout_cutrun,kmer_logreg,False,0.4,552.0,0.25905797101449274,0.5610207929132112,0.5610127893846379,0.22618701591806728,0.16730587366498403
assay_heldout_cutrun,kmer_logreg,False,0.2,276.0,0.35144927536231885,0.597792604231994,0.5977959902786368,0.2628002073374417,0.24564919181968944
assay_heldout_cutrun,kmer_logreg,True,1.0,1381.0,0.18971759594496743,0.25806968587688384,0.28251856796905894,0.26912319478269175,0.12451939819596367
